Date,BTC-USD_ADJCLOSE,BTC-USD_CLOSE,BTC-USD_HIGH,BTC-USD_LOW,BTC-USD_OPEN,BTC-USD_VOLUME
2021-10-27,58482.38671875,58482.38671875,61435.18359375,58208.1875,60352.0,43657076893
2021-10-28,60622.13671875,60622.13671875,62128.6328125,58206.91796875,58470.73046875,45257083247
2021-10-29,62227.96484375,62227.96484375,62927.609375,60329.96484375,60624.87109375,36856881767
2021-10-30,61888.83203125,61888.83203125,62330.14453125,60918.38671875,62239.36328125,32157938616
2021-10-31,61318.95703125,61318.95703125,62406.171875,60074.328125,61850.48828125,32241199927
2021-11-01,61004.40625,61004.40625,62419.00390625,59695.18359375,61320.44921875,36150572843
2021-11-02,63226.40234375,63226.40234375,64242.79296875,60673.0546875,60963.25390625,37746665647
2021-11-03,62970.046875,62970.046875,63516.9375,61184.23828125,63254.3359375,36124731509
2021-11-04,61452.23046875,61452.23046875,63123.2890625,60799.6640625,62941.8046875,32615846901
2021-11-05,61125.67578125,61125.67578125,62541.46875,60844.609375,61460.078125,30605102446
2021-11-06,61527.48046875,61527.48046875,61590.68359375,60163.78125,61068.875,29094934221
2021-11-07,63326.98828125,63326.98828125,63326.98828125,61432.48828125,61554.921875,24726754302
2021-11-08,67566.828125,67566.828125,67673.7421875,63344.06640625,63344.06640625,41125608330
2021-11-09,66971.828125,66971.828125,68530.3359375,66382.0625,67549.734375,42357991721
2021-11-10,64995.23046875,64995.23046875,68789.625,63208.11328125,66953.3359375,48730828378
2021-11-11,64949.9609375,64949.9609375,65579.015625,64180.48828125,64978.890625,35880633236
2021-11-12,64155.94140625,64155.94140625,65460.81640625,62333.9140625,64863.98046875,36084893887
2021-11-13,64469.52734375,64469.52734375,64915.67578125,63303.734375,64158.12109375,30474228777
2021-11-14,65466.83984375,65466.83984375,65495.1796875,63647.80859375,64455.37109375,25122092191
2021-11-15,63557.87109375,63557.87109375,66281.5703125,63548.14453125,65521.2890625,30558763548
2021-11-16,60161.24609375,60161.24609375,63721.1953125,59016.3359375,63721.1953125,46844335592
2021-11-17,60368.01171875,60368.01171875,60823.609375,58515.41015625,60139.62109375,39178392930
2021-11-18,56942.13671875,56942.13671875,60948.5,56550.79296875,60360.13671875,41388338699
2021-11-19,58119.578125,58119.578125,58351.11328125,55705.1796875,56896.12890625,38702407772
2021-11-20,59697.1953125,59697.1953125,59859.87890625,57469.7265625,58115.08203125,30624264863
2021-11-21,58730.4765625,58730.4765625,60004.42578125,58618.9296875,59730.5078125,26123447605
2021-11-22,56289.2890625,56289.2890625,59266.359375,55679.83984375,58706.84765625,35036121783
2021-11-23,57569.07421875,57569.07421875,57875.515625,55632.76171875,56304.5546875,37485803899
2021-11-24,56280.42578125,56280.42578125,57803.06640625,55964.22265625,57565.8515625,36635566789
2021-11-25,57274.6796875,57274.6796875,59367.96875,57146.68359375,57165.41796875,34284016248
2021-11-26,53569.765625,53569.765625,59183.48046875,53569.765625,58960.28515625,41810748221
2021-11-27,54815.078125,54815.078125,55329.2578125,53668.35546875,53736.4296875,30560857714
2021-11-28,57248.45703125,57248.45703125,57393.84375,53576.734375,54813.0234375,28116886357
2021-11-29,57806.56640625,57806.56640625,58872.87890625,56792.52734375,57291.90625,32370840356
2021-11-30,57005.42578125,57005.42578125,59113.40234375,56057.28125,57830.11328125,36708594618
2021-12-01,57229.828125,57229.828125,59041.68359375,56553.08203125,56907.96484375,36858195307
2021-12-02,56477.81640625,56477.81640625,57349.234375,55895.1328125,57217.37109375,32379968686
2021-12-03,53598.24609375,53598.24609375,57482.16796875,52496.5859375,56509.1640625,39789134215
2021-12-04,49200.703125,49200.703125,53904.6796875,42874.6171875,53727.87890625,61385677469
2021-12-05,49368.84765625,49368.84765625,49768.1484375,47857.49609375,49201.51953125,37198201161
2021-12-06,50582.625,50582.625,50929.51953125,47281.03515625,49413.48046875,37707308001
2021-12-07,50700.0859375,50700.0859375,51934.78125,50175.80859375,50581.828125,33676814852
2021-12-08,50504.796875,50504.796875,51171.375,48765.98828125,50667.6484375,28479699446
2021-12-09,47672.12109375,47672.12109375,50797.1640625,47358.3515625,50450.08203125,29603577251
2021-12-10,47243.3046875,47243.3046875,50015.25390625,47023.69921875,47642.14453125,30966005122
2021-12-11,49362.5078125,49362.5078125,49458.2109375,46942.34765625,47264.6328125,25775869261
2021-12-12,50098.3359375,50098.3359375,50724.8671875,48725.8515625,49354.85546875,21939223599
2021-12-13,46737.48046875,46737.48046875,50205.0,45894.84765625,50114.7421875,32166727776
2021-12-14,46612.6328125,46612.6328125,48431.3984375,46424.49609375,46709.82421875,34638619079
2021-12-15,48896.72265625,48896.72265625,49473.95703125,46671.96484375,48379.75390625,36541828520
2021-12-16,47665.42578125,47665.42578125,49425.57421875,47529.87890625,48900.46484375,27268150947
2021-12-17,46202.14453125,46202.14453125,48004.89453125,45618.21484375,47653.73046875,32902725329
2021-12-18,46848.77734375,46848.77734375,47313.828125,45598.44140625,46219.25390625,26098292690
2021-12-19,46707.015625,46707.015625,48089.6640625,46502.953125,46853.8671875,25154053861
2021-12-20,46880.27734375,46880.27734375,47401.71875,45579.80859375,46707.0625,30961902129
2021-12-21,48936.61328125,48936.61328125,49300.91796875,46698.7734375,46886.078125,27055803928
2021-12-22,48628.51171875,48628.51171875,49544.796875,48450.94140625,48937.09765625,24447979559
2021-12-23,50784.5390625,50784.5390625,51332.33984375,48065.8359375,48626.34375,28223878108
2021-12-24,50822.1953125,50822.1953125,51814.02734375,50514.49609375,50806.05078125,24367912228
2021-12-25,50429.859375,50429.859375,51176.59765625,50236.70703125,50854.91796875,19030650914
2021-12-26,50809.515625,50809.515625,51196.37890625,49623.10546875,50428.69140625,20964372926
2021-12-27,50640.41796875,50640.41796875,51956.328125,50499.46875,50802.609375,24324345758
2021-12-28,47588.85546875,47588.85546875,50679.859375,47414.2109375,50679.859375,33430376883
2021-12-29,46444.7109375,46444.7109375,48119.7421875,46201.49609375,47623.87109375,30049226299
2021-12-30,47178.125,47178.125,47879.96484375,46060.3125,46490.60546875,26686491018
2021-12-31,46306.4453125,46306.4453125,48472.52734375,45819.953125,47169.37109375,36974172400
2022-01-01,47686.8125,47686.8125,47827.3125,46288.484375,46311.74609375,24582667004
2022-01-02,47345.21875,47345.21875,47881.40625,46856.9375,47680.92578125,27951569547
2022-01-03,46458.1171875,46458.1171875,47510.7265625,45835.96484375,47343.54296875,33071628362
2022-01-04,45897.57421875,45897.57421875,47406.546875,45752.46484375,46458.8515625,42494677905
2022-01-05,43569.00390625,43569.00390625,46929.046875,42798.22265625,45899.359375,36851084859
2022-01-06,43160.9296875,43160.9296875,43748.71875,42645.5390625,43565.51171875,30208048289
2022-01-07,41557.90234375,41557.90234375,43153.5703125,41077.4453125,43153.5703125,84196607520
2022-01-08,41733.94140625,41733.94140625,42228.94140625,40672.27734375,41561.46484375,28066355845
2022-01-09,41911.6015625,41911.6015625,42663.94921875,41338.16015625,41734.7265625,21294384372
2022-01-10,41821.26171875,41821.26171875,42199.484375,39796.5703125,41910.23046875,32104232331
2022-01-11,42735.85546875,42735.85546875,43001.15625,41407.75390625,41819.5078125,26327648900
2022-01-12,43949.1015625,43949.1015625,44135.3671875,42528.98828125,42742.1796875,33499938689
2022-01-13,42591.5703125,42591.5703125,44278.421875,42447.04296875,43946.7421875,47691135082
2022-01-14,43099.69921875,43099.69921875,43346.6875,41982.6171875,42598.87109375,23577403399
2022-01-15,43177.3984375,43177.3984375,43724.671875,42669.03515625,43101.8984375,18371348298
2022-01-16,43113.87890625,43113.87890625,43436.80859375,42691.0234375,43172.0390625,17902097845
2022-01-17,42250.55078125,42250.55078125,43179.390625,41680.3203125,43118.12109375,21690904261
2022-01-18,42375.6328125,42375.6328125,42534.40234375,41392.21484375,42250.07421875,22417209227
2022-01-19,41744.328125,41744.328125,42478.3046875,41242.9140625,42374.0390625,23091543258
2022-01-20,40680.41796875,40680.41796875,43413.0234375,40672.82421875,41744.02734375,20382033940
2022-01-21,36457.31640625,36457.31640625,41060.52734375,35791.42578125,40699.60546875,43011992031
2022-01-22,35030.25,35030.25,36688.8125,34349.25,36471.58984375,39714385405
2022-01-23,36276.8046875,36276.8046875,36433.3125,34784.96875,35047.359375,26017975951
2022-01-24,36654.328125,36654.328125,37247.51953125,33184.05859375,36275.734375,41856658597
2022-01-25,36954.00390625,36954.00390625,37444.5703125,35779.4296875,36654.8046875,26428189594
2022-01-26,36852.12109375,36852.12109375,38825.41015625,36374.90625,36950.515625,31324598034
2022-01-27,37138.234375,37138.234375,37148.32421875,35629.28125,36841.87890625,25041426629
2022-01-28,37784.33203125,37784.33203125,37952.87890625,36211.109375,37128.4453125,22238830523
2022-01-29,38138.1796875,38138.1796875,38576.26171875,37406.47265625,37780.71484375,17194183075
2022-01-30,37917.6015625,37917.6015625,38266.33984375,37437.7109375,38151.91796875,14643548444
2022-01-31,38483.125,38483.125,38647.26171875,36733.57421875,37920.28125,20734730465
2022-02-01,38743.2734375,38743.2734375,39115.1328125,38113.6640625,38481.765625,20288500328
2022-02-02,36952.984375,36952.984375,38834.6171875,36832.73046875,38743.71484375,19155189416
2022-02-03,37154.6015625,37154.6015625,37154.6015625,36375.5390625,36944.8046875,18591534769
2022-02-04,41500.875,41500.875,41527.78515625,37093.62890625,37149.265625,29412210792
2022-02-05,41441.1640625,41441.1640625,41847.1640625,41038.09765625,41501.48046875,19652846215
2022-02-06,42412.43359375,42412.43359375,42500.78515625,41244.90625,41441.12109375,16142097334
2022-02-07,43840.28515625,43840.28515625,44401.86328125,41748.15625,42406.78125,28641855926
2022-02-08,44118.4453125,44118.4453125,45293.8671875,42807.8359375,43854.65234375,33079398868
2022-02-09,44338.796875,44338.796875,44727.80078125,43232.96875,44096.703125,23245887300
2022-02-10,43565.11328125,43565.11328125,45661.171875,43402.80859375,44347.80078125,32142048537
2022-02-11,42407.9375,42407.9375,43810.83203125,42114.5390625,43571.12890625,26954925781
2022-02-12,42244.46875,42244.46875,42992.55078125,41852.57421875,42412.30078125,18152390304
2022-02-13,42197.515625,42197.515625,42693.0546875,41950.94140625,42236.56640625,14741589015
2022-02-14,42586.91796875,42586.91796875,42775.77734375,41681.95703125,42157.3984375,20827783012
2022-02-15,44575.203125,44575.203125,44667.21875,42491.03515625,42586.46484375,22721659051
2022-02-16,43961.859375,43961.859375,44578.27734375,43456.69140625,44578.27734375,19792547657
2022-02-17,40538.01171875,40538.01171875,44132.97265625,40249.37109375,43937.0703125,26246662813
2022-02-18,40030.9765625,40030.9765625,40929.15234375,39637.6171875,40552.1328125,23310007704
2022-02-19,40122.15625,40122.15625,40418.87890625,39713.05859375,40026.0234375,13736557863
2022-02-20,38431.37890625,38431.37890625,40119.890625,38112.8125,40118.1015625,18340576452
2022-02-21,37075.28125,37075.28125,39394.4375,36950.4765625,38423.2109375,29280402798
2022-02-22,38286.02734375,38286.02734375,38359.85546875,36488.93359375,37068.76953125,25493150450
2022-02-23,37296.5703125,37296.5703125,39122.39453125,37201.81640625,38285.28125,21849073843
2022-02-24,38332.609375,38332.609375,38968.83984375,34459.21875,37278.56640625,46383802093
2022-02-25,39214.21875,39214.21875,39630.32421875,38111.34375,38333.74609375,26545599159
2022-02-26,39105.1484375,39105.1484375,40005.34765625,38702.53515625,39213.08203125,17467554129
2022-02-27,37709.78515625,37709.78515625,39778.94140625,37268.9765625,39098.69921875,23450127612
2022-02-28,43193.234375,43193.234375,43760.45703125,37518.21484375,37706.0,35690014104
2022-03-01,44354.63671875,44354.63671875,44793.6015625,42952.5859375,43194.50390625,32479047645
2022-03-02,43924.1171875,43924.1171875,45077.578125,43432.8515625,44357.6171875,29183112630
2022-03-03,42451.7890625,42451.7890625,44021.578125,41914.75,43925.1953125,24967782593
2022-03-04,39137.60546875,39137.60546875,42479.61328125,38805.84765625,42458.140625,28516271427
2022-03-05,39400.5859375,39400.5859375,39566.3359375,38777.03515625,39148.44921875,16975917450
2022-03-06,38419.984375,38419.984375,39640.17578125,38211.6484375,39404.19921875,19745229902
2022-03-07,38062.0390625,38062.0390625,39430.2265625,37260.203125,38429.3046875,28546143503
2022-03-08,38737.26953125,38737.26953125,39304.44140625,37957.38671875,38059.90234375,25776583476
2022-03-09,41982.92578125,41982.92578125,42465.671875,38706.09375,38742.81640625,32284121034
2022-03-10,39437.4609375,39437.4609375,42004.7265625,38832.94140625,41974.0703125,31078064711
2022-03-11,38794.97265625,38794.97265625,40081.6796875,38347.43359375,39439.96875,26364890465
2022-03-12,38904.01171875,38904.01171875,39308.59765625,38772.53515625,38794.46484375,14616450657
2022-03-13,37849.6640625,37849.6640625,39209.3515625,37728.14453125,38884.7265625,17300745310
2022-03-14,39666.75390625,39666.75390625,39742.5,37680.734375,37846.31640625,24322159070
2022-03-15,39338.78515625,39338.78515625,39794.62890625,38310.2109375,39664.25,23934000868
2022-03-16,41143.9296875,41143.9296875,41465.453125,39022.34765625,39335.5703125,39616916192
2022-03-17,40951.37890625,40951.37890625,41287.53515625,40662.87109375,41140.84375,22009601093
2022-03-18,41801.15625,41801.15625,42195.74609375,40302.3984375,40944.83984375,34421564942
2022-03-19,42190.65234375,42190.65234375,42316.5546875,41602.66796875,41794.6484375,19664853187
2022-03-20,41247.82421875,41247.82421875,42241.1640625,41004.7578125,42191.40625,20127946682
2022-03-21,41077.99609375,41077.99609375,41454.41015625,40668.04296875,41246.1328125,24615543271
2022-03-22,42358.80859375,42358.80859375,43124.70703125,40948.28125,41074.10546875,32004652376
2022-03-23,42892.95703125,42892.95703125,42893.5078125,41877.5078125,42364.37890625,25242943069
2022-03-24,43960.93359375,43960.93359375,44131.85546875,42726.1640625,42886.65234375,31042992291
2022-03-25,44348.73046875,44348.73046875,44999.4921875,43706.28515625,43964.546875,30574413034
2022-03-26,44500.828125,44500.828125,44735.99609375,44166.2734375,44349.859375,16950455995
2022-03-27,46820.4921875,46820.4921875,46827.546875,44437.29296875,44505.35546875,28160889722
2022-03-28,47128.00390625,47128.00390625,48086.8359375,46690.203125,46821.8515625,36362175703
2022-03-29,47465.73046875,47465.73046875,48022.2890625,47100.4375,47100.4375,31397059069
2022-03-30,47062.6640625,47062.6640625,47655.1484375,46746.2109375,47456.8984375,29333883962
2022-03-31,45538.67578125,45538.67578125,47512.02734375,45390.5390625,47062.1484375,33327427106
2022-04-01,46281.64453125,46281.64453125,46616.2421875,44403.140625,45554.1640625,38162644287
2022-04-02,45868.94921875,45868.94921875,47028.28125,45782.51171875,46285.5,29336594194
2022-04-03,46453.56640625,46453.56640625,47313.4765625,45634.10546875,45859.12890625,25414397610
2022-04-04,46622.67578125,46622.67578125,46791.08984375,45235.81640625,46445.2734375,32499785455
2022-04-05,45555.9921875,45555.9921875,47106.140625,45544.80859375,46624.5078125,29640604055
2022-04-06,43206.73828125,43206.73828125,45544.35546875,43193.953125,45544.35546875,39393395788
2022-04-07,43503.84765625,43503.84765625,43860.69921875,42899.90625,43207.5,26101973106
2022-04-08,42287.6640625,42287.6640625,43903.01953125,42183.2890625,43505.13671875,27215995394
2022-04-09,42782.13671875,42782.13671875,42786.81640625,42183.25390625,42282.078125,16050772496
2022-04-10,42207.671875,42207.671875,43376.37890625,42021.20703125,42781.08984375,17654475582
2022-04-11,39521.90234375,39521.90234375,42424.58984375,39373.05859375,42201.0390625,33949912166
2022-04-12,40127.18359375,40127.18359375,40617.5859375,39388.328125,39533.71484375,30991500854
2022-04-13,41166.73046875,41166.73046875,41430.0546875,39712.74609375,40123.5703125,27691105228
2022-04-14,39935.515625,39935.515625,41451.48046875,39695.74609375,41160.21875,24342001973
2022-04-15,40553.46484375,40553.46484375,40617.72265625,39866.83203125,39939.40234375,21756855753
2022-04-16,40424.484375,40424.484375,40633.6796875,40078.42578125,40552.31640625,16833150693
2022-04-17,39716.953125,39716.953125,40570.7265625,39620.89453125,40417.77734375,19087633042
2022-04-18,40826.21484375,40826.21484375,40986.3203125,38696.19140625,39721.203125,33705182072
2022-04-19,41502.75,41502.75,41672.9609375,40618.6328125,40828.17578125,25303206547
2022-04-20,41374.37890625,41374.37890625,42126.30078125,40961.09765625,41501.74609375,27819532341
2022-04-21,40527.36328125,40527.36328125,42893.58203125,40063.828125,41371.515625,35372786395
